amountOfVerbs,amountOfPronouns,amountOfNouns,amountOfAdjectives,amountOfAdverbs,restOfWords,totalAmount,id
1,0,9,0,0,3,13,5884
2,0,13,1,1,0,17,5885
4,3,3,1,0,6,17,5886
2,2,4,0,1,4,13,5887
5,2,7,1,0,6,21,5888
1,0,4,0,0,1,6,5889
3,3,11,0,0,5,22,5890
0,0,15,0,0,0,15,5891
6,4,2,0,4,8,24,5892
5,2,6,2,1,9,25,5893
2,3,4,2,0,3,14,5894
0,0,11,0,0,0,11,5896
2,3,11,1,0,5,22,5898
4,3,8,4,0,7,26,5899
5,0,5,2,0,5,17,5900
3,0,6,2,0,2,13,5901
7,3,6,2,1,12,31,5902
5,9,5,0,4,4,27,5903
3,3,7,1,0,5,19,5904
6,5,9,1,1,7,29,5905
1,2,2,0,0,0,5,5906
2,2,8,2,1,7,22,5907
4,2,2,2,0,3,13,5908
3,1,4,3,1,2,14,5909
0,0,13,1,0,1,15,5911
0,0,6,0,0,1,7,5912
0,0,21,0,0,1,22,5913
2,1,11,1,1,0,16,5916
3,2,5,1,1,4,16,5918
1,0,4,0,0,1,6,5919
1,1,10,0,0,2,14,5920
3,3,11,0,0,5,22,5921
5,4,7,2,1,4,23,5922
5,4,7,2,3,7,28,5923
5,2,4,2,2,4,19,5925
5,2,5,5,2,9,28,5927
2,1,3,2,1,2,11,5928
1,0,4,1,1,0,7,5929
3,1,13,1,1,1,20,5930
6,4,6,4,1,3,24,5932
2,0,13,1,1,0,17,5933
6,2,4,3,0,2,17,5934
2,1,8,0,0,1,12,5935
3,2,12,4,0,1,22,5937
4,2,3,4,2,5,20,5938
1,0,7,0,0,1,9,5939
1,0,3,0,0,3,7,5942
1,0,2,0,0,1,4,5943
2,1,9,1,0,4,17,5944
1,0,9,1,1,1,13,5947
0,0,11,0,0,0,11,5949
4,0,10,3,1,6,24,5950
4,1,10,1,4,3,23,5952
0,0,12,0,0,3,15,5953
0,0,4,0,0,2,6,5954
1,0,7,0,0,7,15,5955
3,0,6,1,0,2,12,5956
1,2,5,1,2,4,15,5957
1,0,5,3,3,6,18,5958
1,0,7,0,0,1,9,5959
6,0,8,1,0,3,18,5960
5,1,13,0,1,5,25,5961
5,0,10,3,0,4,22,5962
0,0,10,2,0,4,16,5963
1,0,13,0,0,2,16,5964
0,0,8,1,0,5,14,5965
2,1,5,0,0,4,12,5966
2,0,4,1,0,1,8,5972
2,0,7,1,1,1,12,5974
0,0,11,0,0,5,16,5975
0,0,11,0,0,3,14,5978
5,1,9,1,0,6,22,5979
2,1,8,1,0,3,15,5980
2,1,6,2,1,2,14,5981
2,2,8,1,2,10,25,5982
0,0,10,0,0,5,15,5983
1,0,6,3,0,3,13,5985
6,1,8,2,1,6,24,5987
5,0,6,6,2,5,24,5988
0,0,7,0,0,0,7,5989
0,0,7,0,0,0,7,5990
1,0,7,2,0,2,12,5991
0,0,8,0,0,0,8,5992
2,0,5,1,1,2,11,5995
0,0,5,5,0,4,14,5996
3,0,7,1,0,5,16,5997
2,1,4,1,0,1,9,5998
5,0,2,2,2,5,16,5999
3,0,8,1,0,4,16,6000
1,0,4,1,1,1,8,6001
1,0,12,2,0,1,16,6002
0,0,8,0,0,0,8,6003
5,2,7,2,1,5,22,6004
0,0,8,0,0,0,8,6007
3,2,7,3,2,5,22,6009
1,1,3,1,0,2,8,6012
5,5,4,3,0,11,28,6013
0,0,4,4,1,0,9,6015
1,1,3,1,0,2,8,6017
0,0,7,0,0,0,7,6019
3,0,3,2,0,3,11,6020
3,0,2,1,1,2,9,6022
0,0,5,5,0,4,14,6023
0,0,12,2,0,2,16,6024
0,0,7,0,0,0,7,6026
0,0,18,1,0,2,21,6027
2,1,4,1,0,1,9,6030
0,0,5,5,0,4,14,6031
3,0,7,2,0,4,16,6032
0,0,8,0,0,0,8,6033
2,1,4,1,0,1,9,6034
0,0,8,2,0,1,11,6036
2,2,10,4,0,10,28,6037
1,0,14,0,0,6,21,6038
3,6,7,1,0,6,23,6039
0,0,8,1,0,0,9,6041
0,0,10,0,0,2,12,6043
5,3,5,0,0,3,16,6045
0,1,11,3,0,6,21,6047
3,0,5,0,0,4,12,6048
3,2,7,1,0,6,19,6049
1,0,4,0,0,0,5,6050
1,0,13,1,0,5,20,6051
3,0,11,4,0,2,20,6053
6,2,10,0,1,4,23,6055
0,0,5,1,0,2,8,6056
0,0,9,0,0,4,13,6057
1,1,9,1,0,3,15,6058
4,1,11,1,2,6,25,6059
7,1,10,0,1,7,26,6060
3,0,4,1,1,5,14,6061
4,0,9,1,0,10,24,6064
5,2,5,1,1,5,19,6065
1,0,4,0,1,0,6,6066
1,0,8,1,0,4,14,6069
2,0,5,2,0,4,13,6070
2,0,16,0,1,1,20,6071
1,0,9,1,0,7,18,6072
2,0,3,0,0,2,7,6073
1,0,8,0,2,5,16,6074
4,1,5,1,1,6,18,6075
4,1,12,2,1,3,23,6076
0,0,8,0,0,4,12,6078
2,1,13,1,0,5,22,6083
3,3,9,0,0,4,19,6084
0,0,4,0,0,2,6,6085
2,3,8,3,0,4,20,6086
4,3,6,0,1,9,23,6087
6,2,5,2,1,2,18,6088
4,3,6,0,1,9,23,6090
3,0,5,0,1,8,17,6091
2,1,7,2,0,9,21,6092
0,0,5,0,0,1,6,6093
1,1,11,1,0,8,22,6094
2,1,7,2,0,9,21,6096
4,3,6,0,1,9,23,6097
7,4,5,1,3,5,25,6098
5,2,6,2,1,2,18,6099
4,2,9,3,0,8,26,6100
1,2,1,2,0,1,7,6102
1,2,2,0,1,4,10,6103
5,1,3,0,2,4,15,6104
1,1,11,1,0,8,22,6105
5,5,7,1,0,7,25,6106
1,2,6,1,0,6,16,6108
9,7,3,1,0,8,28,6109
2,1,7,2,0,9,21,6110
4,3,6,0,1,9,23,6111
6,2,5,2,1,2,18,6112
8,4,5,1,3,5,26,6113
0,0,14,1,0,2,17,6115
5,2,6,2,1,2,18,6116
4,3,6,0,1,9,23,6118
7,4,5,1,3,5,25,6119
3,2,5,2,2,4,18,6120
1,1,11,1,0,8,22,6123
6,2,5,2,1,2,18,6125
1,0,7,0,0,2,10,6126
0,0,5,0,0,0,5,6127
2,1,2,1,2,2,10,6128
8,2,5,1,3,3,22,6130
4,3,6,0,1,9,23,6132
4,1,7,0,1,5,18,6133
8,4,5,1,3,5,26,6134
1,0,8,0,0,3,12,6135
4,3,8,2,1,4,22,6137
2,0,12,1,0,5,20,6138
3,1,11,2,1,8,26,6140
3,0,7,1,1,4,16,6141
3,0,9,1,1,4,18,6145
0,0,7,1,0,2,10,6146
3,2,8,0,1,4,18,6147
3,1,7,1,0,2,14,6148
2,1,6,0,0,2,11,6150
1,0,9,0,0,3,13,6151
1,0,11,2,0,5,19,6152
3,5,5,1,1,9,24,6153
1,0,8,0,0,4,13,6154
3,1,9,1,0,4,18,6156
0,0,7,0,0,4,11,6159
0,0,11,0,0,1,12,6160
0,0,13,0,0,2,15,6162
3,0,9,1,1,4,18,6163
1,0,11,0,0,3,15,6164
0,0,16,0,0,1,17,6165
2,2,4,2,0,5,15,6166
0,0,3,0,0,1,4,6167
2,0,12,1,0,3,18,6169
1,0,8,0,0,3,12,6170
1,0,9,0,0,3,13,6171
0,0,2,1,0,0,3,6173
2,0,12,1,0,5,20,6174
3,1,7,3,4,3,21,6175
1,0,8,0,0,3,12,6178
0,0,16,0,0,1,17,6181
3,0,11,1,0,5,20,6183
1,0,17,0,0,4,22,6184
0,0,9,0,0,1,10,6185
2,1,9,0,0,4,16,6187
1,0,11,0,0,2,14,6188
2,0,5,0,0,2,9,6191
1,0,11,0,0,1,13,6192
2,0,5,0,0,2,9,6193
0,0,8,0,0,3,11,6195
0,0,7,0,0,1,8,6196
2,1,11,0,0,4,18,6197
0,0,7,0,0,2,9,6198
2,0,5,0,0,2,9,6199
2,0,5,0,0,2,9,6200
0,0,7,0,0,1,8,6201
1,0,4,0,0,2,7,6202
1,0,12,1,0,2,16,6203
2,0,5,0,0,2,9,6206
2,0,5,0,0,2,9,6207
0,0,8,0,0,1,9,6208
1,0,13,0,0,1,15,6211
0,0,8,0,0,0,8,6213
1,0,8,1,0,1,11,6215
1,0,8,1,1,2,13,6216
1,0,8,0,0,1,10,6217
0,0,7,0,0,1,8,6218
1,0,8,0,0,1,10,6219
1,0,7,3,0,2,13,6220
1,0,8,0,0,1,10,6222
1,0,7,3,0,2,13,6223
2,0,6,1,0,4,13,6224
6,2,4,2,0,4,18,6226
0,0,10,0,0,3,13,6227
1,0,7,1,0,1,10,6230
2,0,5,0,0,2,9,6232
2,0,8,0,0,3,13,6233
1,0,10,0,0,1,12,6234
0,0,8,0,0,2,10,6240
5,2,6,1,2,6,22,6241
3,0,9,3,0,3,18,6243
3,0,9,3,0,3,18,6244
3,0,9,3,0,3,18,6245
3,0,9,3,0,3,18,6246
0,0,15,1,0,3,19,6247
3,0,9,3,0,3,18,6248
3,0,9,3,0,3,18,6253
0,0,8,0,0,2,10,6254
3,0,9,3,0,3,18,6255
3,0,9,3,0,3,18,6256
2,0,7,0,0,1,10,6257
2,0,18,2,0,4,26,6258
3,0,9,3,0,3,18,6259
3,0,9,3,0,3,18,6261
3,0,9,3,0,3,18,6262
7,2,4,1,2,7,23,6263
3,0,9,3,0,3,18,6265
3,0,9,3,0,3,18,6267
2,0,9,0,0,2,13,6268
0,0,9,1,0,6,16,6269
4,0,5,1,0,4,14,6271
3,0,9,3,0,3,18,6272
7,4,5,2,1,7,26,6273
3,0,9,3,0,3,18,6274
3,0,9,3,0,3,18,6276
0,0,8,0,0,2,10,6277
2,1,10,1,0,1,15,6278
0,0,8,0,0,2,10,6281
4,2,8,1,0,1,16,6282
3,0,9,3,0,3,18,6283
0,0,12,1,0,3,16,6292
3,0,19,3,0,2,27,6293
3,5,4,0,1,3,16,6294
5,1,6,0,2,8,22,6296
5,0,12,2,0,2,21,6297
3,0,5,2,1,0,11,6299
0,0,3,0,0,2,5,6300
1,1,8,0,0,1,11,6301
2,0,5,1,5,4,17,6302
2,0,7,0,0,2,11,6303
2,1,2,1,0,3,9,6304
8,3,3,5,1,12,32,6305
0,0,11,0,0,0,11,6306
2,0,8,0,0,1,11,6310
1,1,9,2,0,4,17,6311
2,0,6,3,0,10,21,6312
2,0,7,0,0,2,11,6314
4,0,8,1,0,7,20,6315
2,0,7,0,0,2,11,6317
5,4,2,0,0,3,14,6318
6,5,5,3,1,3,23,6320
3,0,13,0,1,5,22,6322
5,5,4,1,1,4,20,6323
5,5,6,0,0,5,21,6325
2,0,6,1,0,2,11,6326
4,0,9,1,0,2,16,6328
3,0,5,0,1,2,11,6329
2,1,3,1,1,5,13,6330
4,1,8,0,1,6,20,6331
3,1,2,0,0,0,6,6332
3,0,10,2,0,5,20,6334
3,1,8,2,0,6,20,6335
2,0,7,2,1,8,20,6336
2,0,7,2,1,8,20,6337
3,0,8,2,1,2,16,6338
2,0,7,0,1,8,18,6339
3,0,12,3,0,3,21,6340
1,0,6,1,2,3,13,6341
0,0,9,0,0,1,10,6342
2,1,5,0,0,1,9,6343
2,0,7,2,1,8,20,6344
2,0,7,2,1,8,20,6345
2,3,9,1,0,3,18,6346
1,1,7,0,0,3,12,6347
2,0,7,0,1,8,18,6348
2,0,5,2,3,2,14,6349
2,4,9,1,0,5,21,6350
0,0,15,0,0,3,18,6354
4,1,8,3,0,3,19,6355
0,0,9,0,0,1,10,6356
2,0,8,0,1,8,19,6358
2,2,6,0,0,6,16,6361
2,0,11,1,0,11,25,6362
1,0,4,1,0,1,7,6363
2,0,7,2,1,8,20,6365
2,0,7,2,1,8,20,6366
0,0,15,1,0,1,17,6369
1,0,13,0,0,2,16,6370
2,1,8,0,1,7,19,6371
0,0,15,0,0,3,18,6372
4,0,11,1,0,3,19,6373
0,0,12,2,0,1,15,6374
0,0,15,0,0,3,18,6375
0,0,10,0,0,5,15,6376
2,0,7,2,1,8,20,6380
2,0,7,2,1,8,20,6382
4,0,10,2,1,10,27,6383
2,0,11,1,3,7,24,6384
2,2,4,0,0,4,12,6385
0,0,3,0,0,1,4,6386
3,1,4,2,1,4,15,6387
0,0,12,1,0,1,14,6388
1,2,2,1,0,2,8,6389
0,0,12,1,0,1,14,6391
0,0,3,2,0,0,5,6392
2,0,0,2,0,1,5,6393
2,3,1,0,1,1,8,6394
0,0,16,0,0,1,17,6395
1,1,5,1,0,1,9,6396
1,0,2,1,3,2,9,6397
3,1,6,1,0,3,14,6398
2,1,3,1,1,2,10,6399
0,0,3,0,0,1,4,6400
0,0,2,0,0,0,2,6402
0,0,8,0,0,5,13,6403
0,0,12,1,0,2,15,6404
1,0,10,0,0,1,12,6405
1,0,3,1,0,1,6,6406
1,1,2,1,1,0,6,6407
1,1,2,0,0,1,5,6410
2,1,4,0,0,1,8,6412
0,0,7,0,0,4,11,6413
0,0,16,0,0,1,17,6414
1,1,5,1,0,1,9,6415
2,0,13,3,2,0,20,6416
4,0,13,0,0,5,22,6417
1,0,10,2,2,6,21,6418
6,1,8,1,2,4,22,6420
0,0,12,1,0,1,14,6421
0,0,5,0,0,3,8,6422
0,0,16,0,0,1,17,6423
0,0,3,0,0,0,3,6425
2,0,6,3,1,2,14,6427
0,0,1,1,0,1,3,6429
5,3,9,0,0,8,25,6430
2,1,4,0,0,3,10,6434
2,0,10,1,0,5,18,6436
4,0,11,3,0,5,23,6438
2,0,4,1,0,3,10,6440
2,1,3,0,0,3,9,6441
4,0,5,3,0,2,14,6443
1,0,10,4,0,4,19,6445
3,0,5,0,0,1,9,6446
3,0,12,0,1,2,18,6448
4,1,3,2,0,3,13,6449
4,0,6,1,2,5,18,6450
4,1,1,1,0,3,10,6451
1,0,1,0,2,1,5,6452
2,0,11,2,0,4,19,6453
1,0,6,3,0,5,15,6454
2,1,4,0,0,1,8,6455
2,0,7,0,1,1,11,6458
6,4,4,1,0,9,24,6459
6,3,5,2,1,7,24,6461
1,0,5,1,0,2,9,6462
5,1,6,1,0,5,18,6463
3,0,9,1,1,3,17,6464
1,0,0,1,2,0,4,6465
1,0,23,0,0,0,24,6466
2,0,9,1,0,4,16,6467
4,0,9,1,1,3,18,6469
1,0,8,3,0,6,18,6470
2,0,10,1,0,4,17,6472
2,0,8,1,0,5,16,6473
6,1,5,2,1,7,22,6474
3,0,9,1,1,3,17,6477
1,0,14,0,0,2,17,6478
3,0,6,0,0,1,10,6480
1,0,9,2,0,6,18,6481
3,2,2,1,1,1,10,6482
3,0,9,1,1,3,17,6484
4,0,1,0,1,2,8,6485
1,0,8,3,0,2,14,6486
2,0,4,2,1,7,16,6490
2,0,8,3,0,11,24,6491
2,2,8,3,0,4,19,6492
3,1,9,2,1,6,22,6493
2,1,11,1,2,4,21,6494
3,3,9,1,0,3,19,6495
1,0,3,0,1,3,8,6497
5,2,7,3,1,5,23,6499
3,1,5,0,1,4,14,6500
1,0,10,5,0,4,20,6501
1,0,5,1,4,1,12,6504
2,1,8,3,0,5,19,6505
1,0,13,1,0,5,20,6506
0,0,8,1,0,4,13,6510
6,3,7,1,1,7,25,6511
2,0,7,2,0,4,15,6512
3,1,7,0,0,3,14,6513
6,4,3,1,3,5,22,6514
1,0,8,1,2,4,16,6515
4,0,7,2,0,3,16,6516
3,1,2,1,2,2,11,6518
2,0,5,1,0,1,9,6519
3,0,3,1,0,1,8,6520
3,0,12,1,0,6,22,6523
2,0,7,1,0,3,13,6525
4,3,6,2,2,6,23,6527
3,0,10,0,1,1,15,6528
2,0,7,2,0,2,13,6529
4,0,3,0,0,1,8,6530
1,0,6,0,0,3,10,6532
3,0,9,1,1,5,19,6534
3,1,12,1,0,0,17,6535
1,0,10,0,0,2,13,6536
0,1,10,2,0,4,17,6537
1,1,9,1,0,1,13,6540
3,1,6,2,0,1,13,6541
3,2,7,1,0,3,16,6542
0,0,11,0,0,4,15,6543
11,5,6,4,1,7,34,6545
1,0,6,2,1,6,16,6546
1,0,7,0,0,1,9,6547
0,1,10,2,0,4,17,6548
3,1,12,2,1,7,26,6549
0,0,15,0,0,0,15,6550
0,0,19,1,0,2,22,6551
3,2,10,3,0,5,23,6552
3,0,10,1,0,1,15,6553
1,0,7,1,1,2,12,6554
0,0,4,2,0,1,7,6555
1,0,9,1,1,1,13,6556
6,5,4,1,1,10,27,6559
1,1,13,1,0,2,18,6560
1,0,7,0,1,2,11,6561
1,0,6,0,0,4,11,6565
0,1,10,2,0,4,17,6566
2,1,10,1,0,0,14,6567
0,0,6,0,1,4,11,6568
0,0,5,1,0,1,7,6569
3,0,4,0,0,1,8,6570
0,1,9,2,0,4,16,6571
3,0,10,0,0,1,14,6572
4,2,12,3,0,5,26,6573
1,0,6,2,1,6,16,6575
1,0,7,0,0,2,10,6576
4,2,7,1,0,5,19,6577
1,0,6,2,1,6,16,6579
1,3,13,4,1,4,26,6580
0,1,9,2,0,4,16,6582
0,0,7,0,0,4,11,6583
5,1,5,2,1,5,19,6585
2,2,2,1,1,1,9,6586
4,1,7,2,0,4,18,6588
3,2,11,3,1,3,23,6591
4,1,10,2,0,3,20,6593
5,2,6,0,2,9,24,6594
5,1,5,2,1,5,19,6596
3,2,6,1,1,5,18,6597
4,1,6,0,0,2,13,6598
4,4,8,1,1,4,22,6601
4,2,2,1,1,3,13,6602
5,5,5,1,2,5,23,6603
7,0,7,0,2,6,22,6604
4,0,10,1,0,5,20,6605
4,0,9,0,0,7,20,6607
4,1,2,1,1,0,9,6608
4,0,7,2,2,6,21,6610
6,3,4,2,0,5,20,6611
2,0,7,1,1,2,13,6613
2,0,7,5,0,7,21,6614
7,0,3,0,2,6,18,6616
6,2,4,3,3,4,22,6617
4,3,11,0,0,9,27,6619
4,0,10,3,1,7,25,6621
1,1,1,1,0,1,5,6622
5,0,4,1,1,6,17,6624
5,2,9,0,0,2,18,6625
3,2,6,2,0,5,18,6626
4,1,7,3,1,10,26,6627
3,2,6,3,2,7,23,6628
2,0,10,0,0,6,18,6629
7,3,12,2,0,6,30,6630
1,0,4,0,1,2,8,6631
5,0,7,5,3,7,27,6632
7,2,8,2,3,4,26,6634
0,0,13,0,0,0,13,6635
4,2,5,2,1,10,24,6636
3,0,4,1,0,5,13,6637
0,0,9,1,0,1,11,6638
1,0,12,1,0,2,16,6642
2,1,9,0,2,4,18,6643
0,0,3,1,2,4,10,6644
1,0,3,2,1,2,9,6646
1,0,3,0,0,2,6,6647
0,0,7,0,0,1,8,6648
0,0,3,0,0,2,5,6649
0,0,18,0,0,1,19,6653
3,0,6,0,0,8,17,6654
5,3,4,4,1,4,21,6655
1,0,4,1,0,1,7,6656
3,2,12,1,0,6,24,6658
1,0,6,0,1,3,11,6660
4,1,7,1,1,9,23,6661
0,0,5,1,0,1,7,6662
1,0,19,0,0,2,22,6663
3,2,7,2,0,8,22,6664
2,0,8,2,1,5,18,6665
5,2,9,1,1,5,23,6667
0,0,5,2,0,3,10,6668
3,1,10,2,0,4,20,6669
2,0,4,0,1,1,8,6670
2,3,5,1,0,6,17,6672
1,1,10,1,0,4,17,6675
1,1,7,2,1,5,17,6676
2,2,9,3,2,6,24,6678
1,0,6,1,0,3,11,6679
3,0,6,2,2,10,23,6681
0,0,11,3,0,6,20,6682
4,0,8,0,0,4,16,6683
0,0,6,1,0,5,12,6686
5,3,4,1,3,8,24,6687
0,0,3,0,1,4,8,6688
1,0,5,0,0,2,8,6689
3,0,10,2,0,8,23,6690
4,1,10,1,1,9,26,6693
2,1,4,1,0,3,11,6694
0,0,5,0,0,3,8,6695
2,0,12,4,0,6,24,6697
1,1,5,0,1,2,10,6699
2,0,6,2,1,5,16,6700
2,0,3,1,0,3,9,6701
3,0,7,2,0,4,16,6702
3,4,4,2,0,2,15,6703
0,0,7,1,0,1,9,6706
5,5,11,0,0,4,25,6707
3,4,5,3,0,5,20,6708
4,2,6,1,1,4,18,6709
2,3,9,0,1,4,19,6711
2,1,3,0,1,2,9,6712
4,0,1,2,1,3,11,6714
4,2,5,1,1,4,17,6716
1,1,3,0,0,0,5,6719
1,2,1,0,0,0,4,6721
0,0,7,1,0,1,9,6722
2,1,10,1,0,6,20,6723
0,0,5,1,0,0,6,6724
0,0,14,0,0,6,20,6725
2,0,7,2,0,4,15,6726
1,1,1,0,0,0,3,6727
1,1,4,0,0,1,7,6729
3,2,7,2,0,5,19,6730
0,0,8,1,0,0,9,6731
1,2,0,0,0,0,3,6734
2,1,9,1,1,6,20,6735
0,0,5,0,1,1,7,6736
5,3,9,0,0,8,25,6737
3,0,6,4,3,9,25,6738
1,0,15,0,0,4,20,6742
1,1,3,0,0,1,6,6744
0,0,8,1,0,0,9,6745
4,2,3,0,1,6,16,6746
5,2,9,1,0,4,21,6748
1,0,5,1,0,3,10,6749
2,0,9,2,0,5,18,6751
4,3,3,1,2,1,14,6754
2,0,1,1,1,2,7,6756
1,0,9,0,0,4,14,6757
3,0,8,2,0,8,21,6758
2,0,14,2,0,8,26,6759
6,1,4,0,0,5,16,6760
3,0,5,1,2,2,13,6762
2,0,10,2,0,5,19,6764
0,0,6,0,0,2,8,6765
3,0,5,0,0,2,10,6766
0,0,8,1,0,7,16,6767
0,0,2,1,0,1,4,6769
2,0,6,1,2,3,14,6772
1,0,4,1,0,2,8,6773
3,0,5,1,2,2,13,6774
1,0,12,0,0,2,15,6775
1,0,6,2,0,3,12,6776
3,0,6,1,0,10,20,6779
1,0,10,0,0,3,14,6781
2,1,5,0,1,0,9,6783
1,1,4,0,1,0,7,6784
1,2,4,1,0,3,11,6785
3,0,12,0,0,10,25,6787
1,0,12,0,0,2,15,6788
2,0,7,0,0,3,12,6789
0,0,1,1,0,2,4,6790
4,2,8,1,0,7,22,6792
3,0,7,0,0,3,13,6793
4,0,4,1,0,6,15,6794
2,1,5,1,0,4,13,6795
6,3,6,2,1,7,25,6796
4,3,8,2,2,6,25,6799
4,3,5,3,3,7,25,6800
1,0,3,2,1,4,11,6801
3,1,2,3,0,0,9,6802
4,3,7,2,2,6,24,6804
5,3,6,1,0,9,24,6806
4,3,7,2,3,6,25,6807
4,3,6,3,2,7,25,6808
4,3,5,4,2,7,25,6809
5,3,6,2,0,10,26,6810
5,4,5,1,1,6,22,6811
4,3,7,3,2,6,25,6813
5,2,6,1,3,8,25,6814
4,1,7,3,0,11,26,6815
3,2,4,1,1,3,14,6817
4,3,5,4,2,7,25,6819
2,2,6,6,1,9,26,6820
1,0,6,3,0,4,14,6821
4,3,7,2,2,6,24,6823
4,3,7,2,2,6,24,6824
3,2,10,0,0,1,16,6828
4,3,7,2,2,6,24,6830
4,3,8,2,2,6,25,6832
6,4,6,2,3,10,31,6833
4,3,7,2,2,6,24,6834
5,3,5,1,2,11,27,6835
4,3,7,2,2,6,24,6837
3,2,1,1,1,1,9,6839
3,0,13,1,1,10,28,6841
2,0,10,4,1,5,22,6843
4,3,7,2,2,6,24,6844
3,2,3,2,0,6,16,6845
4,3,7,2,2,6,24,6847
2,2,5,2,1,6,18,6848
4,2,6,0,2,5,19,6849
2,1,7,2,2,4,18,6850
1,1,4,0,0,2,8,6852
6,0,8,2,2,9,27,6854
4,2,7,1,2,6,22,6855
3,1,8,3,1,2,18,6857
1,1,2,1,1,0,6,6858
0,0,13,1,0,10,24,6860
3,0,4,1,2,3,13,6861
1,0,9,0,0,4,14,6862
1,2,4,0,0,2,9,6863
2,0,11,0,0,3,16,6864
0,0,10,1,0,3,14,6867
1,0,11,1,2,7,22,6870
2,1,7,1,0,4,15,6872
3,1,6,2,0,6,18,6874
2,0,4,1,1,3,11,6875
4,1,7,1,1,5,19,6876
1,1,6,0,0,4,12,6877
3,1,9,3,0,4,20,6878
1,1,10,0,0,6,18,6879
4,2,8,0,1,8,23,6880
3,1,6,2,0,6,18,6881
4,0,8,2,1,7,22,6882
4,0,6,1,2,3,16,6883
0,0,4,0,2,1,7,6884
4,2,4,1,1,5,17,6885
1,0,7,2,3,3,16,6890
2,0,10,0,1,2,15,6892
3,0,6,1,1,3,14,6893
1,1,8,2,2,7,21,6896
5,2,7,3,2,5,24,6897
0,0,8,2,0,4,14,6898
1,0,3,0,0,1,5,6900
3,1,10,1,0,8,23,6903
3,1,8,2,1,7,22,6905
1,0,8,0,0,2,11,6907
4,4,10,3,0,6,27,6908
2,0,9,0,0,5,16,6909
2,1,14,1,2,4,24,6910
4,2,6,2,0,9,23,6911
3,2,8,4,2,6,25,6912
5,5,6,2,1,5,24,6913
1,1,3,1,0,3,9,6914
6,1,5,3,0,5,20,6915
3,2,7,0,1,4,17,6916
6,0,7,0,0,7,20,6917
2,1,6,1,0,3,13,6918
2,0,11,1,0,4,18,6919
1,0,3,1,0,0,5,6920
1,0,7,2,2,2,14,6921
2,0,5,1,0,3,11,6925
4,5,6,0,1,5,21,6926
2,3,4,0,2,4,15,6928
1,0,3,1,0,1,6,6929
7,3,5,0,0,9,24,6930
1,0,5,1,1,1,9,6931
1,1,7,0,0,2,11,6932
2,0,5,3,0,3,13,6933
0,0,8,0,0,2,10,6935
3,1,9,0,2,7,22,6936
0,0,2,1,0,1,4,6937
0,0,8,1,0,2,11,6939
0,0,4,0,0,2,6,6940
2,1,7,0,0,5,15,6943
4,1,5,3,1,7,21,6945
1,0,9,2,0,1,13,6946
1,0,8,1,0,1,11,6948
1,1,6,1,1,2,12,6949
1,0,9,2,0,1,13,6950
2,1,14,0,1,2,20,6951
0,0,11,0,0,3,14,6953
6,0,6,3,2,6,23,6954
1,0,12,0,0,3,16,6955
3,0,7,0,0,4,14,6956
3,0,8,0,0,1,12,6959
2,0,8,0,1,5,16,6960
5,0,7,1,1,4,18,6961
0,0,2,0,0,0,2,6962
1,1,1,1,0,0,4,6963
3,1,4,0,0,0,8,6965
1,0,11,0,0,5,17,6966
1,1,1,0,0,1,4,6967
5,2,5,1,1,6,20,6970
6,3,7,2,2,2,22,6971
0,0,16,1,0,3,20,6972
1,0,4,0,0,4,9,6973
2,2,4,0,0,3,11,6974
1,0,8,0,0,2,11,6975
7,4,6,0,2,5,24,6977
1,1,8,2,5,2,19,6978
0,0,12,0,0,1,13,6979
3,0,8,3,0,8,22,6980
1,0,7,0,0,1,9,6981
2,1,6,2,4,6,21,6983
3,0,12,0,0,8,23,6984
1,0,9,1,0,2,13,6985
1,0,9,2,0,1,13,6988
4,0,8,2,0,8,22,6990
2,1,10,3,0,4,20,6992
1,0,3,1,1,2,8,6994
2,0,10,0,1,4,17,6996
1,1,3,2,0,3,10,6998
1,0,11,0,0,2,14,6999
4,1,0,2,1,2,10,7001
1,1,6,1,0,2,11,7002
0,0,11,0,0,4,15,7005
3,2,3,0,2,3,13,7006
0,0,11,0,0,4,15,7008
1,1,14,1,0,3,20,7009
1,0,1,1,0,0,3,7010
3,1,1,0,1,1,7,7012
5,2,7,0,2,5,21,7013
0,0,16,1,0,4,21,7015
1,1,0,0,4,0,6,7018
1,2,5,1,0,5,14,7019
0,0,7,0,0,2,9,7021
0,0,12,1,0,0,13,7023
0,0,11,0,0,4,15,7024
1,1,5,1,0,1,9,7025
1,0,8,4,0,5,18,7026
1,1,14,1,0,3,20,7027
2,0,3,1,0,1,7,7029
6,2,6,3,1,5,23,7030
1,0,11,0,0,2,14,7031
1,0,5,2,0,3,11,7032
0,0,11,0,0,4,15,7036
2,0,5,2,1,6,16,7037
1,0,5,0,0,1,7,7039
1,1,6,1,0,2,11,7043
0,0,16,1,0,4,21,7044
4,3,7,2,2,9,27,7046
2,1,8,1,0,2,14,7047
0,0,6,0,0,0,6,7048
0,0,3,1,0,4,8,7050
2,1,6,1,1,3,14,7051
1,0,2,2,0,0,5,7052
2,2,9,1,0,2,16,7053
6,1,7,0,0,8,22,7054
2,1,4,0,0,2,9,7056
2,2,2,0,0,1,7,7058
8,3,3,1,2,9,26,7059
5,1,3,2,0,4,15,7060
0,0,10,1,0,4,15,7061
1,0,8,0,0,3,12,7063
